item-code-padded	med-chart
12419P	N
12420Q	N
12421R	N
12422T	N
12423W	N
12424X	N
12425Y	N
12426B	N
12428D	N
12429E	N
12430F	N
12431G	Y
12432H	N
12433J	N
12434K	N
12435L	Y
12436M	N
12437N	N
12438P	N
12439Q	Y
12440R	N
12442W	N
12443X	Y
12444Y	Y
12446C	N
12447D	N
12448E	N
12449F	N
12450G	N
12451H	N
12453K	N
12454L	N
12455M	N
12456N	N
12457P	N
12458Q	N
12459R	N
12460T	N
12461W	N
12462X	N
12463Y	N
12464B	N
12465C	N
12467E	N
12468F	N
12469G	N
12470H	N
12471J	N
12472K	N
12474M	N
12475N	N
12476P	N
12477Q	N
12478R	N
12479T	Y
12480W	N
12483B	N
12484C	N
12486E	N
12487F	N
12489H	N
12490J	N
12491K	N
12492L	N
12493M	N
12494N	N
12497R	N
12498T	N
12499W	N
12500X	N
12501Y	N
12502B	N
12503C	N
12504D	N
12506F	Y
12507G	N
12508H	Y
12509J	N
12510K	N
12511L	N
12512M	N
12513N	N
12514P	N
12515Q	N
12516R	N
12517T	N
12518W	N
12519X	N
12520Y	N
12521B	N
12522C	N
12523D	N
12524E	N
12525F	N
12526G	N
12527H	N
12529K	N
12530L	N
12531M	N
12532N	N
12533P	N
12534Q	N
12537W	N
12538X	N
12539Y	N
12540B	N
12541C	N
12542D	N
12544F	N
12545G	N
12546H	N
12547J	N
12548K	N
12549L	N
12550M	N
12551N	N
12552P	N
12553Q	N
12554R	N
12555T	N
12556W	N
12557X	N
12559B	N
12560C	N
12561D	N
12565H	N
12566J	N
12567K	N
12568L	N
12569M	N
12570N	N
12574T	Y
12575W	N
12576X	N
12577Y	N
12579C	N
12582F	N
12583G	Y
12584H	N
12585J	N
12586K	N
12587L	N
12588M	N
12589N	N
12590P	N
12591Q	N
12592R	N
12593T	N
12595X	N
12596Y	N
12597B	N
12598C	N
12599D	N
12600E	N
12601F	Y
12602G	Y
12603H	N
12605K	Y
12606L	Y
12609P	Y
12610Q	Y
12611R	N
12612T	N
12614X	Y
12615Y	Y
12619E	N
12620F	N
12621G	N
12622H	N
12623J	N
12624K	N
12625L	N
12626M	N
12627N	N
12628P	N
12629Q	N
12630R	N
12632W	Y
12633X	N
12634Y	N
12635B	N
12636C	N
12637D	N
12638E	N
12639F	N
12640G	N
12641H	N
12642J	N
12643K	N
12644L	N
12646N	Y
12647P	N
12648Q	N
12649R	N
12650T	N
12651W	N
12652X	N
12653Y	N
12654B	N
12655C	N
12656D	Y
12657E	Y
12658F	N
12659G	N
12660H	N
12661J	Y
12662K	N
12663L	N
12664M	N
12665N	Y
12666P	Y
12667Q	N
12668R	Y
12669T	N
12672Y	N
12681K	N
12682L	Y
12683M	N
12684N	N
12709X	N
12710Y	N
12711B	N
12722N	N
12723P	N
12725R	N
12745T	Y
12746W	Y
12754G	N
12755H	N
12759M	N
12760N	N
12761P	N
12762Q	N
12763R	Y
12764T	N
12765W	N
12766X	Y
12767Y	N
12768B	N
12769C	N
12770D	Y
12771E	Y
12772F	N
12773G	N
12774H	N
12775J	Y
12776K	N
12777L	N
12778M	N
12779N	Y
12780P	N
12782R	N
12784W	Y
12787B	Y
12789D	N
12790E	N
12791F	Y
12792G	N
12794J	Y
12795K	Y
12796L	Y
12797M	N
12799P	N
12800Q	Y
12801R	N
12802T	Y
12803W	N
12804X	N
12805Y	Y
12806B	N
12808D	N
12810F	Y
12811G	Y
12812H	N
12813J	N
12814K	N
12815L	N
12816M	Y
12817N	Y
12818P	N
12819Q	N
12820R	Y
12821T	Y
12822W	N
12823X	N
12824Y	N
12825B	N
12827D	N
12828E	N
12829F	N
12830G	N
12831H	N
12832J	N
12833K	N
12834L	N
12835M	N
12836N	N
12837P	N
12839R	Y
12840T	Y
12841W	Y
12842X	N
12843Y	N
12844B	Y
12849G	N
12850H	N
12851J	Y
12854M	Y
12855N	Y
12856P	Y
12857Q	N
12858R	N
12859T	N
12860W	N
12861X	Y
12864C	Y
12865D	N
12866E	N
12867F	N
12868G	N
12869H	N
12876Q	Y
12877R	Y
12878T	Y
12879W	Y
12883C	Y
12884D	Y
12885E	N
12886F	N
12887G	N
12888H	N
12889J	N
12890K	N
12891L	N
12895Q	Y
12896R	Y
12897T	Y
12898W	Y
12899X	Y
12900Y	Y
12901B	Y
12902C	N
12903D	N
12904E	Y
12905F	N
12910L	N
12911M	N
12912N	N
12913P	N
12915R	N
12916T	Y
12917W	N
12918X	N
12919Y	N
12920B	N
12921C	N
12922D	Y
12923E	N
12924F	N
12925G	Y
12926H	N
12927J	N
12928K	N
12929L	N
12930M	Y
12931N	N
12932P	N
12934R	Y
12935T	N
12936W	Y
12937X	Y
12938Y	Y
12939B	Y
12940C	Y
12941D	Y
12942E	Y
12943F	Y
12944G	Y
12945H	Y
12946J	Y
12948L	N
12949M	Y
12950N	Y
12951P	Y
12952Q	Y
12953R	N
12954T	Y
12955W	Y
12956X	Y
12957Y	Y
12958B	Y
12959C	Y
12960D	N
12961E	Y
12962F	Y
12963G	Y
12964H	Y
12965J	Y
12966K	Y
12967L	N
12968M	N
12969N	N
12970P	N
12971Q	Y
12972R	Y
12973T	Y
12974W	Y
12975X	Y
12976Y	Y
12977B	Y
12979D	Y
12980E	Y
12982G	N
12983H	Y
12984J	Y
12985K	Y
12986L	Y
12987M	N
12988N	Y
12991R	Y
12992T	N
12993W	Y
12994X	N
12995Y	Y
12996B	N
12999E	N
13002H	N
13003J	N
13004K	N
13005L	N
13006M	N
13007N	N
13008P	N
13009Q	N
13010R	N
13011T	N
13012W	N
13013X	N
13014Y	N
13015B	N
13016C	N
13017D	N
13018E	N
13019F	N
13021H	N
13022J	N
13023K	N
13024L	N
13025M	N
13026N	N
13027P	N
13028Q	Y
13029R	N
13031W	N
13032X	N
13033Y	Y
13036D	Y
13038F	Y
13039G	Y
13040H	Y
13041J	N
13042K	Y
13043L	N
13044M	Y
13045N	Y
13046P	N
13047Q	N
13048R	N
13049T	N
13050W	N
13052Y	Y
13053B	N
13054C	N
13055D	N
13056E	N
13057F	N
13058G	N
13059H	N
13060J	N
13061K	N
13062L	N
13064N	Y
13065P	N
13066Q	N
13067R	N
13068T	Y
13069W	N
13070X	N
13072B	N
13073C	N
13074D	N
13075E	N
13076F	N
13077G	N
13078H	N
13081L	N
13082M	Y
13083N	Y
13084P	Y
13085Q	Y
13086R	Y
13087T	N
13088W	Y
13090Y	Y
13091B	Y
13093D	N
13094E	N
13095F	Y
13096G	Y
13099K	Y
13100L	N
13101M	Y
13102N	Y
13103P	Y
13104Q	Y
13105R	Y
13106T	N
13107W	N
13109Y	Y
13110B	N
13111C	Y
13113E	N
13114F	Y
13115G	N
13116H	Y
13117J	Y
13118K	N
13119L	Y
13120M	Y
13121N	Y
13122P	Y
13123Q	Y
13124R	N
13125T	Y
13126W	Y
13127X	N
13128Y	N
13129B	N
13130C	Y
13131D	Y
13132E	Y
13133F	N
13134G	N
13135H	Y
13136J	Y
13137K	N
13138L	N
13139M	N
13140N	Y
13141P	N
13142Q	N
13143R	N
13144T	Y
13145W	Y
13146X	N
13147Y	Y
13148B	N
13149C	N
13150D	N
13151E	N
13152F	Y
13153G	Y
13154H	Y
13155J	Y
13156K	N
13157L	N
13159N	Y
13160P	Y
13161Q	Y
13162R	Y
13163T	Y
13164W	N
13165X	N
13166Y	N
13167B	N
13168C	N
13169D	Y
13170E	Y
13171F	N
13172G	Y
13173H	Y
13174J	Y
13175K	Y
13177M	N
13178N	N
13180Q	Y
13181R	N
13183W	N
13185Y	Y
13186B	N
13187C	N
13188D	N
13189E	N
13191G	Y
13192H	N
13193J	N
13195L	N
13196M	Y
13197N	Y
13198P	N
13199Q	N
13200R	N
13201T	Y
13202W	N
13203X	Y
13205B	N
13206C	N
13208E	N
13209F	N
13210G	Y
13211H	N
13212J	Y
13213K	N
13214L	N
13215M	N
13216N	N
13217P	N
13218Q	N
13219R	N
13220T	N
13221W	N
13222X	N
13223Y	N
13224B	N
13225C	N
13226D	N
13227E	N
13228F	Y
13229G	Y
13230H	N
13231J	Y
13232K	Y
13233L	N
13234M	N
13235N	N
13236P	Y
13237Q	Y
13238R	Y
13239T	Y
13240W	Y
13241X	N
13242Y	Y
13243B	Y
13244C	Y
13245D	Y
13246E	Y
13247F	N
13248G	N
13249H	N
13250J	N
13251K	N
13252L	N
13253M	N
13254N	Y
13255P	Y
13256Q	N
13257R	N
13258T	N
13259W	N
13260X	N
13261Y	N
13262B	N
13263C	N
13264D	N
13265E	N
13266F	Y
13267G	Y
13268H	N
13269J	N
13270K	N
13271L	N
13272M	Y
13273N	N
13274P	N
13275Q	N
13276R	Y
13277T	N
13280Y	N
13281B	N
13283D	N
13284E	N
13286G	Y
13287H	Y
13288J	N
13289K	N
13290L	N
13292N	Y
13293P	Y
13294Q	Y
13295R	Y
13296T	Y
13297W	Y
13298X	Y
13299Y	Y
13300B	N
13301C	N
13302D	Y
13303E	Y
13304F	Y
13305G	Y
13306H	N
13307J	N
13308K	Y
13309L	Y
13310M	Y
13311N	Y
13312P	Y
13313Q	Y
13314R	Y
13315T	Y
13316W	N
13317X	Y
13318Y	N
13319B	Y
13320C	Y
13321D	Y
13322E	Y
13323F	Y
13324G	Y
13325H	N
13326J	Y
13327K	Y
13328L	Y
13329M	Y
13330N	Y
13331P	N
13332Q	Y
13333R	Y
13334T	Y
13335W	N
13336X	Y
13337Y	Y
13338B	Y
13339C	Y
13340D	Y
13342F	N
13343G	N
13344H	Y
13345J	N
13346K	Y
13348M	Y
13349N	N
13350P	N
13352R	N
13353T	N
13354W	N
13355X	N
13356Y	N
13357B	N
13358C	N
13359D	N
13360E	N
13361F	N
13362G	N
13363H	N
13364J	N
13365K	N
13366L	N
13367M	N
13368N	N
13369P	N
13371R	N
13372T	N
13373W	N
13374X	N
13375Y	N
13376B	N
13377C	N
13378D	N
13379E	N
13380F	N
13381G	N
13382H	N
13383J	N
13384K	N
13385L	N
13386M	N
13387N	N
13389Q	N
13390R	N
13391T	N
13392W	N
13393X	N
13394Y	N
13395B	N
13396C	N
13397D	N
13398E	N
13399F	N
13400G	N
13401H	N
13402J	N
13403K	N
13404L	N
13405M	N
13406N	N
13407P	N
13408Q	N
13409R	N
13410T	N
13411W	N
13412X	N
13413Y	N
13414B	N
13415C	N
13416D	N
13417E	N
13418F	N
13419G	N
13420H	N
13421J	N
13422K	N
13423L	N
13425N	N
13426P	N
13427Q	N
13429T	N
13430W	N
13431X	N
13432Y	N
13433B	N
13434C	N
13435D	N
13436E	N
13437F	N
13438G	N
13439H	N
13440J	N
13441K	N
13442L	N
13443M	N
13444N	N
13445P	N
13446Q	N
13447R	N
13448T	N
13449W	N
13450X	N
13451Y	N
13452B	N
13453C	N
13454D	N
13455E	N
13456F	N
13457G	N
13458H	N
13459J	N
13460K	N
13461L	N
13462M	N
13463N	N
13464P	N
13465Q	N
13466R	N
13467T	N
13468W	N
13469X	N
13470Y	N
13471B	N
13472C	N
13473D	N
13474E	N
13475F	N
13476G	N
13477H	N
13478J	N
13479K	N
13480L	N
13481M	N
13482N	N
13483P	N
13484Q	N
13485R	N
13486T	N
13487W	N
13488X	N
13489Y	N
13490B	N
13491C	N
13494F	N
13495G	N
13496H	N
13497J	N
13498K	N
13499L	N
13500M	N
13501N	N
13502P	N
13503Q	N
13504R	N
13505T	N
13506W	N
13507X	N
13508Y	N
13510C	N
13511D	N
13512E	N
13513F	N
13514G	N
13515H	N
13516J	N
13517K	N
13518L	N
13519M	N
13520N	N
13521P	N
13522Q	N
13523R	N
13524T	N
13525W	N
13526X	N
13527Y	N
13528B	N
13529C	N
13530D	N
13531E	N
13532F	N
13533G	N
13534H	N
13535J	N
13536K	N
13537L	N
13538M	N
13539N	N
13540P	N
13541Q	N
13542R	N
13543T	N
13544W	N
13545X	N
13546Y	N
13547B	N
13548C	N
13549D	N
13550E	N
13551F	N
13552G	N
13553H	N
13554J	N
13555K	N
13556L	N
13557M	N
13558N	N
13559P	N
13560Q	N
13561R	N
13562T	N
13563W	N
13564X	N
13565Y	N
13566B	N
13567C	N
13568D	N
13569E	N
13570F	N
13572H	N
13573J	N
13574K	N
13575L	N
13576M	N
13577N	N
13578P	N
13579Q	N
13580R	N
13582W	N
13583X	N
13584Y	N
13585B	N
13586C	N
13587D	N
13588E	N
13589F	N
13590G	N
13591H	N
13592J	N
13593K	N
13594L	N
13595M	N
13596N	N
13597P	N
13598Q	N
13600T	N
13601W	N
13602X	N
13603Y	N
13604B	N
13606D	N
13607E	N
13608F	Y
13609G	N
13610H	N
13611J	N
13613L	N
13615N	N
13616P	N
13618R	N
13619T	N
13620W	N
13622Y	N
13623B	N
13624C	N
13626E	Y
13627F	N
13628G	N
13629H	N
13630J	Y
13631K	Y
13632L	Y
13633M	Y
13634N	Y
13635P	Y
13636Q	Y
13637R	Y
13638T	Y
13639W	Y
13640X	N
13641Y	Y
13642B	Y
13643C	N
13644D	N
13645E	Y
13646F	Y
13647G	Y
13648H	Y
13649J	N
13650K	Y
13651L	N
13652M	N
13653N	N
13654P	Y
13655Q	Y
13656R	Y
13657T	Y
13658W	Y
13659X	Y
13660Y	Y
13661B	Y
13662C	Y
13663D	Y
13664E	Y
13665F	Y
13666G	Y
13667H	Y
13668J	Y
13669K	Y
13670L	Y
13671M	Y
13672N	Y
13673P	Y
13674Q	Y
13675R	Y
13676T	Y
13677W	Y
13678X	Y
13679Y	Y
13680B	Y
13681C	Y
13682D	Y
13683E	Y
13684F	Y
13685G	N
13686H	N
13687J	N
13688K	N
13689L	N
13690M	Y
13691N	N
13692P	N
13693Q	N
13695T	N
13696W	Y
13697X	N
13698Y	N
13699B	N
13700C	Y
13701D	N
13702E	N
13703F	N
13704G	N
13705H	Y
13706J	N
13707K	N
13708L	N
13709M	Y
13710N	N
13711P	N
13712Q	Y
13713R	Y
13714T	N
13715W	Y
13716X	Y
13717Y	N
13718B	Y
13719C	N
13720D	N
13721E	N
13722F	N
13723G	Y
13724H	Y
13725J	Y
13726K	N
13727L	N
13729N	N
13730P	N
13731Q	Y
13732R	N
13733T	N
13734W	Y
13735X	N
13737B	N
13738C	N
13739D	Y
13740E	N
13741F	N
13742G	N
13743H	N
13744J	N
13745K	Y
13746L	N
13747M	N
13748N	N
13749P	N
13750Q	N
13751R	N
13752T	Y
13753W	N
13754X	N
13755Y	N
13756B	N
13758D	N
13759E	N
13760F	N
13761G	N
13762H	N
13763J	N
13764K	N
13765L	Y
13766M	Y
13767N	Y
13768P	N
13769Q	N
13770R	N
13771T	N
13772W	Y
13773X	Y
13774Y	N
13775B	Y
13777D	Y
13778E	Y
13779F	Y
13780G	Y
13781H	Y
13782J	N
13783K	N
13784L	Y
13785M	Y
13786N	Y
13787P	Y
13788Q	Y
13789R	N
13790T	N
13791W	Y
13792X	N
13793Y	Y
13794B	Y
13795C	Y
13796D	N
13797E	Y
13798F	Y
13799G	N
13800H	N
13801J	Y
13802K	Y
13803L	Y
13804M	Y
13805N	N
13806P	N
13807Q	N
13808R	Y
13809T	Y
13810W	N
13811X	Y
13812Y	Y
13813B	Y
13814C	Y
13815D	Y
13816E	N
13818G	Y
13819H	Y
13820J	Y
13821K	N
13822L	Y
13823M	Y
13824N	Y
13825P	Y
13828T	Y
13831Y	Y
13832B	Y
13833C	Y
13835E	N
13836F	N
13837G	N
13838H	N
13839J	N
13840K	N
13841L	N
13842M	N
13843N	N
13844P	N
13845Q	N
13846R	N
13847T	N
13848W	N
13849X	N
13850Y	N
13851B	N
13852C	N
13853D	N
13854E	N
13855F	N
13856G	N
13857H	N
13858J	N
13859K	N
13860L	N
13861M	N
13862N	N
13863P	N
13864Q	N
13865R	N
13866T	N
13867W	N
13868X	N
13869Y	N
13870B	N
13871C	N
13872D	N
13873E	N
13874F	N
13875G	N
13876H	N
13877J	N
13878K	N
13879L	N
13880M	N
13881N	N
13882P	N
13883Q	N
13884R	N
13885T	N
13886W	N
13887X	N
13888Y	N
13889B	N
13890C	N
13892E	N
13893F	N
13894G	N
13895H	N
13896J	N
13897K	N
13898L	N
13899M	N
13900N	N
13901P	N
13902Q	N
13903R	N
13904T	N
13905W	N
13906X	N
13907Y	N
13908B	N
13909C	N
13910D	N
13911E	N
13912F	N
13913G	N
13914H	N
13915J	N
13916K	N
13917L	N
13918M	N
13919N	N
13920P	N
13921Q	N
13922R	N
13923T	N
13924W	N
13925X	N
13926Y	N
13927B	N
13928C	N
13929D	N
13930E	N
13931F	N
13932G	N
13933H	N
13934J	N
13935K	N
13936L	N
13937M	N
13938N	N
13939P	N
13940Q	N
13941R	N
13942T	N
13943W	N
13944X	N
13945Y	N
13946B	N
13947C	N
13948D	N
13949E	N
13950F	N
13951G	N
13952H	N
13953J	N
13954K	N
13955L	N
13956M	N
13957N	N
13958P	N
13959Q	N
13960R	N
13961T	N
13962W	N
13963X	N
13964Y	N
13965B	N
13966C	N
13967D	N
13968E	N
13969F	N
13970G	N
13971H	N
13972J	N
13973K	N
13974L	N
13975M	N
13976N	N
13977P	N
13978Q	N
13979R	N
13980T	N
13981W	N
13982X	N
13983Y	N
13984B	N
13985C	N
13986D	N
13987E	N
13988F	N
13989G	N
13990H	N
13991J	N
13992K	N
13993L	N
13994M	N
13995N	N
13996P	N
13997Q	N
13998R	N
13999T	N
14000W	N
14001X	N
14002Y	N
14003B	N
14004C	N
14005D	N
14006E	N
14007F	N
14008G	N
14009H	N
14010J	N
14011K	N
14012L	N
14013M	N
14014N	N
14015P	N
14016Q	N
14017R	N
14018T	N
14019W	N
14020X	N
14021Y	N
14022B	N
14023C	N
14024D	N
14025E	N
14026F	N
14027G	N
14028H	N
14029J	N
14030K	N
14031L	N
14032M	N
14033N	N
14034P	N
14035Q	N
14036R	N
14038W	N
14039X	N
14040Y	N
14041B	N
14042C	N
14043D	N
14044E	N
14045F	N
14046G	N
14047H	N
14048J	N
14049K	N
14050L	N
14051M	N
14052N	N
14053P	N
14054Q	N
14055R	N
14056T	N
14057W	N
14058X	N
14059Y	N
14060B	N
14061C	N
14062D	N
14063E	N
14064F	N
14065G	N
14066H	N
14067J	N
14068K	N
14069L	N
14070M	N
14071N	N
14072P	N
14073Q	N
14074R	N
14075T	N
14076W	N
14077X	N
14078Y	N
14079B	N
14080C	N
14081D	N
14083F	N
14084G	N
14085H	N
14086J	N
14087K	N
14089M	N
14090N	Y
14091P	N
14092Q	N
14093R	N
14095W	Y
14096X	Y
14097Y	N
14099C	Y
14100D	N
14101E	N
14102F	N
14103G	N
14105J	N
14106K	Y
14107L	Y
14109N	Y
14110P	Y
14111Q	N
14112R	Y
14113T	N
14114W	N
14115X	Y
14116Y	N
14117B	N
14118C	N
14119D	Y
14120E	Y
14121F	Y
14122G	Y
14123H	N
14124J	N
14125K	N
14126L	N
14127M	Y
14128N	Y
14130Q	Y
14131R	Y
14133W	Y
14134X	N
14135Y	N
14136B	Y
14137C	N
14138D	N
14139E	N
14140F	Y
14141G	Y
14142H	N
14143J	Y
14144K	Y
14146M	N
14147N	Y
14148P	Y
14149Q	N
14150R	N
14151T	N
14152W	N
14153X	Y
14154Y	N
14155B	Y
14156C	Y
14157D	Y
14158E	Y
14159F	N
14160G	N
14161H	N
14162J	N
14163K	N
14164L	N
14165M	Y
14166N	N
14167P	Y
14168Q	N
14169R	Y
14172X	N
14173Y	N
14174B	N
14175C	N
14176D	N
14177E	Y
14178F	Y
14179G	N
14180H	N
14181J	N
14182K	N
14183L	N
14184M	N
14185N	N
14186P	N
14187Q	N
14188R	N
14189T	Y
14190W	N
14191X	N
14192Y	N
14193B	N
14194C	N
14195D	Y
14196E	N
14197F	N
14198G	N
14199H	N
14200J	N
14201K	Y
14202L	N
14203M	N
14204N	N
14206Q	N
14207R	N
14208T	N
14209W	N
14210X	N
14211Y	N
14212B	N
14213C	Y
14215E	N
14216F	N
14217G	N
14218H	Y
14219J	Y
14220K	N
14221L	N
14222M	N
14223N	N
14224P	N
14225Q	N
14226R	Y
14227T	Y
14228W	Y
14229X	Y
14230Y	N
14231B	Y
14232C	Y
14233D	Y
14234E	N
14235F	Y
14236G	N
14237H	N
14238J	N
14239K	N
14240L	Y
14241M	N
14242N	N
14243P	N
14244Q	N
14245R	N
14246T	N
14247W	N
14248X	N
14249Y	Y
14250B	Y
14251C	N
14252D	N
14253E	N
14254F	N
14255G	Y
14256H	N
14257J	N
14258K	N
14259L	N
14260M	Y
14261N	N
14262P	N
14263Q	N
14264R	Y
14265T	N
14266W	N
14267X	N
14268Y	Y
14269B	N
14270C	N
14271D	Y
14272E	N
14273F	N
14274G	N
14275H	N
14276J	Y
14277K	Y
14278L	N
14279M	Y
14280N	Y
14281P	Y
14282Q	N
14283R	N
14284T	N
14285W	Y
14286X	Y
14287Y	N
14288B	N
14289C	Y
14290D	N
14291E	N
14292F	N
14293G	N
14294H	N
14295J	N
14296K	Y
14297L	N
14298M	Y
14299N	N
14300P	N
14301Q	N
14302R	N
14303T	N
14304W	N
14305X	N
14306Y	N
14307B	N
14308C	N
14309D	N
14310E	N
14311F	N
14312G	N
14313H	N
14314J	N
14315K	N
14316L	N
14317M	N
14318N	N
14319P	N
14320Q	N
14321R	N
14322T	N
14323W	N
14324X	N
14325Y	N
14326B	N
14327C	N
14328D	N
14329E	N
14330F	N
14331G	N
14332H	N
14333J	N
14334K	N
14335L	N
14336M	N
14337N	N
14338P	N
14339Q	N
14340R	N
14341T	N
14342W	N
14343X	N
14344Y	N
14345B	N
14346C	N
14347D	N
14348E	N
14349F	N
14350G	N
14351H	N
14352J	N
14353K	N
14354L	N
14355M	N
14356N	N
14357P	N
14358Q	N
14359R	N
14360T	N
14361W	N
14362X	N
14363Y	N
14364B	N
14365C	N
14366D	N
14367E	N
14368F	N
14369G	N
14370H	N
14371J	N
14372K	N
14373L	N
14374M	N
14375N	N
14376P	N
14377Q	N
14378R	N
14379T	N
14380W	N
14381X	N
14382Y	N
14383B	N
14384C	N
14385D	N
14386E	N
14387F	N
14388G	N
14389H	N
14390J	N
14391K	N
14392L	N
14393M	N
14394N	N
14395P	N
14396Q	N
14397R	N
14398T	N
14399W	N
14400X	N
14401Y	N
14402B	N
14403C	N
14404D	N
14405E	N
14406F	N
14407G	N
14408H	N
14409J	N
14410K	N
14411L	N
14412M	N
14413N	N
14414P	N
14415Q	N
14416R	N
14417T	N
14418W	N
14419X	N
14420Y	N
14421B	N
14422C	N
14423D	N
14424E	N
14425F	N
14426G	N
14427H	N
14428J	N
14429K	N
14430L	N
14431M	N
14432N	N
14433P	N
14434Q	N
14435R	N
14436T	N
14437W	N
14438X	N
14439Y	N
14440B	N
14441C	N
14442D	N
14443E	N
14444F	N
14445G	N
14446H	N
14447J	N
14448K	N
14449L	N
14450M	N
14451N	N
14452P	N
14453Q	N
14454R	N
14455T	N
14456W	N
14457X	N
14458Y	N
14459B	N
14460C	N
14461D	N
14462E	N
14463F	N
14464G	N
14465H	N
14466J	N
14467K	N
14468L	N
14469M	N
14470N	N
14471P	N
14472Q	N
14473R	N
14474T	N
14475W	N
14476X	N
14477Y	N
14478B	N
14479C	N
14480D	N
14481E	N
14482F	N
14483G	N
14484H	N
14485J	N
14486K	N
14487L	N
14488M	N
14489N	N
14490P	N
14491Q	N
14492R	N
14493T	N
14494W	N
14495X	N
14496Y	N
14497B	N
14498C	N
14499D	N
14500E	N
14501F	N
14502G	N
14503H	N
14504J	N
14505K	N
14506L	N
14507M	N
14508N	N
14509P	N
14510Q	N
14511R	N
14512T	N
14513W	N
14514X	N
14515Y	N
14516B	N
14517C	N
14518D	N
14519E	N
14520F	N
14521G	N
14522H	N
14523J	N
14524K	N
14525L	N
14526M	N
14527N	N
14528P	N
14529Q	N
14530R	N
14531T	N
14532W	N
14533X	N
14534Y	N
14535B	N
14536C	N
14537D	N
14538E	N
14539F	N
14540G	N
14541H	N
14542J	N
14543K	N
14544L	N
14545M	N
14546N	N
14547P	N
14548Q	N
14549R	N
14550T	N
14551W	N
14552X	N
14553Y	N
14554B	N
14555C	N
14556D	N
14557E	N
14558F	N
14559G	N
14560H	N
14561J	N
14562K	N
14563L	N
14564M	N
14565N	N
14566P	N
14567Q	N
14568R	N
14569T	N
14570W	N
14571X	N
14572Y	N
14573B	N
14574C	N
14575D	Y
14576E	N
14577F	Y
14578G	Y
14579H	N
14580J	N
14581K	N
14582L	Y
14583M	Y
14584N	N
14585P	N
14586Q	N
14587R	N
14588T	Y
14589W	N
14590X	N
14591Y	N
14592B	Y
14593C	N
14594D	N
14595E	N
14596F	N
14597G	N
14598H	N
14599J	N
14600K	N
14601L	N
14602M	N
14603N	N
14604P	N
14605Q	N
14606R	N
14607T	N
14608W	Y
14609X	Y
14610Y	Y
14611B	N
14612C	N
14613D	N
14614E	Y
14615F	Y
14616G	Y
14617H	N
14618J	N
14619K	N
14620L	N
14621M	N
14622N	N
14623P	Y
14624Q	Y
14625R	N
14626T	N
14627W	N
14628X	N
14629Y	N
14630B	Y
14631C	Y
14632D	Y
14633E	Y
14634F	N
14635G	N
14636H	N
14637J	Y
14638K	N
14639L	Y
14640M	N
14641N	N
14642P	N
14643Q	N
14644R	N
14645T	N
14646W	Y
14647X	Y
14648Y	N
14649B	N
14650C	N
14651D	N
14652E	N
14653F	N
14654G	N
14655H	N
14656J	Y
14657K	N
14658L	N
14659M	Y
14660N	N
14661P	Y
14662Q	N
14663R	Y
14664T	Y
14665W	N
14666X	N
14667Y	N
14668B	N
14669C	Y
14670D	Y
14671E	N
14672F	Y
14673G	N
14674H	N
14675J	N
14676K	Y
14677L	Y
14678M	Y
14679N	Y
14680P	N
14681Q	N
14682R	N
14683T	N
14684W	N
14685X	N
14686Y	N
14687B	N
14688C	N
14689D	N
14690E	N
14691F	N
14692G	N
14693H	N
14694J	N
14695K	N
14696L	N
14697M	N
14698N	N
14699P	N
14700Q	N
14701R	N
14702T	N
14703W	N
14704X	N
14705Y	N
14706B	N
14707C	N
14708D	N
V99F	N
0001A	N
2676W	N
4179Y	N
5519L	N
8564R	N
9210R	N
9214Y	N
9215B	N
9216C	N
9217D	N
9218E	N
9219F	N
9249T	N
9308X	N
10024N	N
10169F	N
10639Y	N
10640B	N
10649L	N
10650M	N
11193D	N
11270E	N
11274J	N
11280Q	N
11281R	N
11282T	N
11285Y	N
11291G	N
11292H	N
11294K	N
11298P	N
11299Q	N
11300R	N
11305B	N
11310G	N
11311H	N
11312J	N
11313K	N
11314L	N
11485L	N
11566R	N
11572C	N
11573D	N
11574E	N
11576G	N
11580L	N
11582N	N
11586T	N
11643T	N
11972D	N
11986W	N
12100W	N
12631T	N
12645M	N
12673B	Y
12704P	N
13757C	N
13776C	N
13817F	Y
13826Q	Y
13829W	Y
13830X	Y
14170T	Y
14171W	Y
14205P	Y
14214D	Y
